client_id,visit_id,process_step,date_time,variation,tenure_years,age
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:25:42,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:25:42,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:25:35,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:25:30,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:25:27,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_3,2017-05-02 10:24:40,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_2,2017-05-02 10:24:19,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,step_1,2017-05-02 10:24:14,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
2274658,518285126_8572733997_709761,start,2017-05-02 10:23:38,Control,5.0,34.0
4185812,59536095_82937167120_259013,start,2017-05-06 00:03:12,Control,15.0,63.5
4185812,59536095_82937167120_259013,start,2017-05-06 00:03:12,Control,15.0,63.5
2789495,960708038_29654842054_584909,start,2017-05-01 14:44:26,Control,9.0,53.0
2789495,960708038_29654842054_584909,start,2017-05-01 14:44:26,Control,9.0,53.0
114541,676663154_13678961019_524123,start,2017-05-09 08:46:15,Control,11.0,35.0
114541,676663154_13678961019_524123,start,2017-05-09 08:46:15,Control,11.0,35.0
5807230,624093834_71773589185_41062,start,2017-05-08 07:45:38,Control,8.0,64.0
5807230,624093834_71773589185_41062,start,2017-05-08 07:45:38,Control,8.0,64.0
3396616,728986152_34715591166_848452,start,2017-05-03 13:50:16,Control,6.0,47.0
3396616,728986152_34715591166_848452,start,2017-05-03 13:50:16,Control,6.0,47.0
6177735,463883314_34920310204_835912,start,2017-05-07 00:30:55,Control,8.0,35.0
6177735,463883314_34920310204_835912,start,2017-05-07 00:30:55,Control,8.0,35.0
6177735,463883314_34920310204_835912,start,2017-05-07 00:30:05,Control,8.0,35.0
6177735,463883314_34920310204_835912,start,2017-05-07 00:30:05,Control,8.0,35.0
7395796,351854051_8006931141_214592,start,2017-05-01 16:12:11,Control,12.0,28.0
7395796,351854051_8006931141_214592,start,2017-05-01 16:12:11,Control,12.0,28.0
2385034,251724617_9753870130_109396,start,2017-05-03 15:48:09,Control,2.0,31.0
2385034,251724617_9753870130_109396,start,2017-05-03 15:48:09,Control,2.0,31.0
50643,228651668_23260435028_275589,start,2017-05-03 18:50:36,Control,11.0,53.0
50643,228651668_23260435028_275589,start,2017-05-03 18:50:36,Control,11.0,53.0
8129250,863637893_40941437522_220098,start,2017-05-04 14:47:58,Control,7.0,36.0
8129250,863637893_40941437522_220098,start,2017-05-04 14:47:58,Control,7.0,36.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:14:57,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:14:57,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:08:11,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:08:11,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:07:30,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 11:07:30,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 10:51:39,Control,15.0,70.0
3276832,56444572_55561558378_38527,start,2017-05-07 10:51:39,Control,15.0,70.0
9595191,369579529_56185884990_173335,start,2017-05-04 20:48:36,Control,20.0,66.0
9595191,369579529_56185884990_173335,start,2017-05-04 20:48:36,Control,20.0,66.0
9595191,745019210_81722458089_866727,start,2017-05-09 00:01:11,Control,20.0,66.0
9595191,745019210_81722458089_866727,start,2017-05-09 00:01:11,Control,20.0,66.0
9595191,745019210_81722458089_866727,start,2017-05-08 23:59:15,Control,20.0,66.0
9595191,745019210_81722458089_866727,start,2017-05-08 23:59:15,Control,20.0,66.0
1940048,204333484_8675428845_463407,start,2017-05-01 07:39:30,Control,14.0,56.0
1940048,204333484_8675428845_463407,start,2017-05-01 07:39:30,Control,14.0,56.0
5883812,444923395_52954426609_90540,start,2017-05-01 07:28:22,Test,16.0,76.0
5883812,444923395_52954426609_90540,start,2017-05-01 07:28:22,Test,16.0,76.0
9517099,543966279_915370165_164604,start,2017-05-07 20:09:11,Control,15.0,23.0
9517099,543966279_915370165_164604,start,2017-05-07 20:09:11,Control,15.0,23.0
9767681,45063062_56458018497_253615,start,2017-05-06 20:15:25,Control,6.0,47.0
9767681,45063062_56458018497_253615,start,2017-05-06 20:15:25,Control,6.0,47.0
5354732,52054004_13571174291_949915,start,2017-05-01 14:34:05,Control,8.0,68.0
5354732,52054004_13571174291_949915,start,2017-05-01 14:34:05,Control,8.0,68.0
7498791,981741874_17980011054_861135,start,2017-05-04 11:25:33,Control,5.0,27.0
7498791,981741874_17980011054_861135,start,2017-05-04 11:25:33,Control,5.0,27.0
8988638,265511916_6686352953_378390,start,2017-06-07 14:25:16,Control,9.0,68.0
8988638,265511916_6686352953_378390,start,2017-06-07 14:25:16,Control,9.0,68.0
732778,589376031_28731066765_29419,start,2017-05-04 20:36:03,Control,15.0,48.0
732778,589376031_28731066765_29419,start,2017-05-04 20:36:03,Control,15.0,48.0
8750280,216756415_17228512950_190899,start,2017-05-04 15:33:58,Control,21.0,55.0
8750280,216756415_17228512950_190899,start,2017-05-04 15:33:58,Control,21.0,55.0
1025414,285841461_46008031003_795091,start,2017-05-08 20:22:59,Control,5.0,20.0
1025414,285841461_46008031003_795091,start,2017-05-08 20:22:59,Control,5.0,20.0
1025414,285841461_46008031003_795091,start,2017-05-08 20:21:01,Control,5.0,20.0
1025414,285841461_46008031003_795091,start,2017-05-08 20:21:01,Control,5.0,20.0
732778,589376031_28731066765_29419,start,2017-05-04 20:52:13,Control,15.0,48.0
732778,589376031_28731066765_29419,start,2017-05-04 20:52:13,Control,15.0,48.0
9280328,75193234_44620648670_34464,start,2017-05-14 23:31:20,Control,11.0,36.0
9280328,75193234_44620648670_34464,start,2017-05-14 23:31:20,Control,11.0,36.0
4738528,569635889_87012072548_229261,start,2017-05-04 16:26:13,Control,21.0,63.5
4738528,569635889_87012072548_229261,start,2017-05-04 16:26:13,Control,21.0,63.5
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,confirm,2017-05-02 10:53:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_3,2017-05-02 10:52:11,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_2,2017-05-02 10:50:48,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,step_1,2017-05-02 10:50:22,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1939574,351813760_31058610190_666526,start,2017-05-02 10:50:00,Control,13.0,50.0
1210125,659257273_46011239808_505750,start,2017-05-01 22:10:38,Control,5.0,38.0
1210125,659257273_46011239808_505750,start,2017-05-01 22:10:38,Control,5.0,38.0
4866515,275544664_25660814041_190321,start,2017-05-07 20:25:38,Control,5.0,57.0
4866515,275544664_25660814041_190321,start,2017-05-07 20:25:38,Control,5.0,57.0
3974144,832755384_88861255113_200760,start,2017-06-07 23:16:12,Control,10.0,38.0
3974144,832755384_88861255113_200760,start,2017-06-07 23:16:12,Control,10.0,38.0
745510,142200521_78824839495_850316,start,2017-05-05 05:59:11,Control,10.0,54.0
745510,142200521_78824839495_850316,start,2017-05-05 05:59:11,Control,10.0,54.0
5077812,911979242_23722374472_785282,start,2017-05-05 13:02:55,Control,12.0,62.0
5077812,911979242_23722374472_785282,start,2017-05-05 13:02:55,Control,12.0,62.0
6447371,856165922_9016194004_570901,start,2017-05-03 21:46:47,Control,13.0,28.5
6447371,856165922_9016194004_570901,start,2017-05-03 21:46:47,Control,13.0,28.5
8740874,757948387_75498649322_544086,start,2017-05-21 13:21:22,Control,10.0,30.0
8740874,757948387_75498649322_544086,start,2017-05-21 13:21:22,Control,10.0,30.0
8740874,757948387_75498649322_544086,start,2017-05-21 13:21:10,Control,10.0,30.0
8740874,757948387_75498649322_544086,start,2017-05-21 13:21:10,Control,10.0,30.0
5001483,644362558_22521585961_207419,start,2017-05-01 15:32:29,Control,16.0,51.0
5001483,644362558_22521585961_207419,start,2017-05-01 15:32:29,Control,16.0,51.0
3520004,984500392_5150550828_796626,start,2017-05-11 15:16:13,Control,16.0,58.0
3520004,984500392_5150550828_796626,start,2017-05-11 15:16:13,Control,16.0,58.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:51:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,confirm,2017-05-02 10:50:15,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_3,2017-05-02 10:49:45,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_2,2017-05-02 10:48:11,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,step_1,2017-05-02 10:47:46,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
1034465,115772476_64303792531_611679,start,2017-05-02 10:47:38,Test,5.0,28.0
2367906,125159452_4808162735_267959,start,2017-05-01 15:17:18,Control,5.0,62.0
2367906,125159452_4808162735_267959,start,2017-05-01 15:17:18,Control,5.0,62.0
180953,542801131_32109111862_890775,start,2017-05-21 22:16:55,Control,28.0,62.0
180953,542801131_32109111862_890775,start,2017-05-21 22:16:55,Control,28.0,62.0
188807,413490243_71515354618_276341,start,2017-05-03 20:21:43,Control,5.0,68.0
188807,413490243_71515354618_276341,start,2017-05-03 20:21:43,Control,5.0,68.0
266497,377673079_43920118766_957062,start,2017-05-01 06:14:28,Control,24.0,64.0
266497,377673079_43920118766_957062,start,2017-05-01 06:14:28,Control,24.0,64.0
6531402,970975583_99156001613_889858,start,2017-05-31 11:38:39,Test,17.0,67.0
6531402,970975583_99156001613_889858,start,2017-05-31 11:38:39,Test,17.0,67.0
6531402,970975583_99156001613_889858,start,2017-05-31 11:37:36,Test,17.0,67.0
6531402,970975583_99156001613_889858,start,2017-05-31 11:37:36,Test,17.0,67.0
261785,609886099_23056381582_974023,start,2017-05-07 23:33:23,Test,11.0,81.0
261785,609886099_23056381582_974023,start,2017-05-07 23:33:23,Test,11.0,81.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_2,2017-05-02 10:51:22,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,step_1,2017-05-02 10:51:11,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:28:09,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
1338762,331641202_73431018285_289365,start,2017-05-02 10:27:34,Control,7.0,39.0
7706822,53896281_82455032356_79498,start,2017-05-06 13:41:08,Control,6.0,59.0
7706822,53896281_82455032356_79498,start,2017-05-06 13:41:08,Control,6.0,59.0
947167,808160792_19419629672_919539,start,2017-05-04 20:29:48,Control,12.0,61.0
947167,808160792_19419629672_919539,start,2017-05-04 20:29:48,Control,12.0,61.0
947167,168455192_40842929958_158811,start,2017-05-04 20:21:48,Control,12.0,61.0
947167,168455192_40842929958_158811,start,2017-05-04 20:21:48,Control,12.0,61.0
3276529,886375523_66518815345_288179,start,2017-06-03 13:18:11,Control,15.0,41.0
3276529,886375523_66518815345_288179,start,2017-06-03 13:18:11,Control,15.0,41.0
1911688,997663079_53198931039_576873,start,2017-06-07 11:03:20,Control,20.0,67.0
1911688,997663079_53198931039_576873,start,2017-06-07 11:03:20,Control,20.0,67.0
1142574,724492981_3187115808_917047,start,2017-06-02 20:43:07,Test,6.0,58.0
1142574,724492981_3187115808_917047,start,2017-06-02 20:43:07,Test,6.0,58.0
1101382,172170751_79050607422_978974,start,2017-05-15 11:33:52,Control,21.0,32.0
1101382,172170751_79050607422_978974,start,2017-05-15 11:33:52,Control,21.0,32.0
4938865,265859459_49996065542_349023,start,2017-05-29 12:46:37,Test,16.0,49.0
4938865,265859459_49996065542_349023,start,2017-05-29 12:46:37,Test,16.0,49.0
5769716,359253146_83052700025_791993,start,2017-05-31 22:02:21,Control,20.0,76.0
5769716,359253146_83052700025_791993,start,2017-05-31 22:02:21,Control,20.0,76.0
5769716,359253146_83052700025_791993,start,2017-05-31 22:00:37,Control,20.0,76.0
5769716,359253146_83052700025_791993,start,2017-05-31 22:00:37,Control,20.0,76.0
5640323,20049075_6697654600_552243,start,2017-05-01 12:53:46,Control,15.0,60.0
5640323,20049075_6697654600_552243,start,2017-05-01 12:53:46,Control,15.0,60.0
3836030,181120710_19289467909_533457,start,2017-05-05 11:30:43,Control,24.0,64.0
3836030,181120710_19289467909_533457,start,2017-05-05 11:30:43,Control,24.0,64.0
5529882,272798539_63445610137_558541,start,2017-05-01 10:35:22,Control,5.0,33.0
5529882,272798539_63445610137_558541,start,2017-05-01 10:35:22,Control,5.0,33.0
9486376,997862305_68662669505_380755,start,2017-05-03 16:54:53,Control,16.0,69.0
